StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q11_1,Q11_2,Q11_3,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q13,Q14,Q15,Q15_5_TEXT,Q16,Q17,Q18_1,Q18_2,Q18_3,Q19,Q20,Q21,Q22,Q23,Q24,Q24_3_TEXT,Q25,Q26,Q26_2_TEXT,Q27,IDNUM
2021-11-08 10:01:37,2021-11-08 10:07:00,IP Address,98.36.140.121,100,322,True,2021-11-08 10:07:01,R_3IWOTyAnLAmUu3W,,,,,38.495697021484375,-121.5348052978515625,anonymous,EN,3,23,Male,"Some college, no degree",College student,Moderately,1 - 2 years,Incentivized,A few times per year,Enabled,,,"Text message,Push,Phone Call,App Code,Security Key",,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,Sometimes,,,Yes,Often,No,,No,,,No,,,"The only thing I dislike about it. Is when I use it, my phone which I have charged to an outlet. I have to run over there just to confirm the request.
 
Besides that, I don't really have a problem with it.",43731
2021-11-08 10:07:29,2021-11-08 10:10:13,IP Address,98.36.140.121,100,163,True,2021-11-08 10:10:13,R_2zGaJHll7aKrLAL,,,,,38.495697021484375,-121.5348052978515625,anonymous,EN,3,23,Male,"Some college, no degree",College student,Moderately,More than 2 years,Incentivized,A few times per year,Enabled,,,"Text message,Push,Phone Call,App Code,Security Key",,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,Sometimes,,,No,,No,,No,,,No,,,I don't have a dislike about 2FA. I find it simple and not much of a hassle to deal with.,44528
2021-11-08 10:36:30,2021-11-08 10:39:47,IP Address,23.119.241.225,100,197,True,2021-11-08 10:39:48,R_2EBkr4sAjQIB3yE,,,,,38.6829071044921875,-121.796905517578125,anonymous,EN,4 or more,21,Male,Bachelor's degree,College student,Extremely,More than 2 years,Voluntary,1 or more times a day,Enabled,,Enabled,Push,,Push,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Strongly disagree,,,,,,,Never,,Never,Yes,Always,No,,Yes,Did not have 2FA authenticator,,Yes,Did not have 2FA authenticator,,I feel a bit rushed to do it quickly before it expires.,60331
2021-11-08 11:11:28,2021-11-08 11:19:30,IP Address,24.23.17.195,100,481,True,2021-11-08 11:19:31,R_pE0Ac9LMWElm5C9,,,,,38.674102783203125,-121.376800537109375,anonymous,EN,1,22,Male,Bachelor's degree,College student,Very,More than 2 years,Mandated,1 or more times a day,Enabled,Enabled,Enabled,Push,App Code,Push,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,,,Sometimes,Sometimes,Sometimes,Yes,Often,No,,No,,,No,,,push app doesn't push to phone notifications sometimes,38186
2021-11-08 11:18:37,2021-11-08 11:23:46,IP Address,98.41.157.218,100,309,True,2021-11-08 11:23:47,R_2D67UAyEYpujrpO,,,,,38.6645050048828125,-121.48699951171875,anonymous,EN,4 or more,23,Male,Associate's degree,College student,Extremely,1 - 2 years,Mandated,A few times per week,Enabled,Enabled,Enabled,Push,App Code,App Code,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,"I have multiple 2fa apps, and each one functions differently, and i must remember what accounts are tied to each one, and how to use them.",,Having to input the code before the countdown timer expires,,,,Sometimes,Often,Rarely,Yes,Often,Yes,"Duo application broke on my phone, had to reinstall and it forgot me.",No,,,Yes,Other,I accidentally sent the request.,"It can be a burden to use, but the security is worth it. The main thing I dislike is the hassle of redoing it if you lose your phone.",95672
2021-11-08 12:17:48,2021-11-08 12:20:29,IP Address,204.154.223.95,100,161,True,2021-11-08 12:20:29,R_2VO7TzN03W3VC4G,,,,,38.76800537109375,-121.33489990234375,anonymous,EN,3,26,Male,Associate's degree,College student,Moderately,More than 2 years,Mandated,1 or more times a day,Enabled,,Enabled,Push,,"Text message,App Code",Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,,,Having to input the code before the countdown timer expires,,,,Rarely,Never,Never,Yes,Never,No,,No,,,No,,,It's another layer of things to think about when logging into an account.,28242
2021-11-08 12:12:44,2021-11-08 12:31:39,IP Address,99.57.74.88,100,1135,True,2021-11-08 12:31:40,R_2YyXR1eBQJ4RAnx,,,,,38.6869964599609375,-121.3477020263671875,anonymous,EN,2,23,Female,"Some college, no degree",College student,Very,More than 2 years,Voluntary,1 or more times a day,Enabled,,Enabled,Push,,Text message,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,,"if im logging in on my computer, I typically have to go get my phone to use 2FA if it's not next to me.",Having to input the code before the countdown timer expires,,"Im used to logging in without 2FA, so sometimes 2FA feels like it takes too much time, especially when I'm in a rush to log in",,Sometimes,,Never,Yes,Rarely,No,,No,,,No,,,"I dislike how often I have to use 2FA, especially when my authentication will only be remembered for a few hours on my device",77492
2021-11-08 12:51:46,2021-11-08 12:54:49,IP Address,73.66.46.87,100,182,True,2021-11-08 12:54:50,R_1cRLm21obpEAGK8,,,,,38.6967010498046875,-121.3130035400390625,anonymous,EN,4 or more,21,Male,"Some college, no degree",College student,Very,More than 2 years,Mandated,1 or more times a day,Enabled,Enabled,Enabled,Push,Push,"Text message,Push",Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Its annoying if your in a rush,,Having to input the code before the countdown timer expires,,Why do I have to verify the same computer I use for school daily every 12 hours,None just annoying,Sometimes,Never,Rarely,Yes,Sometimes,No,,Yes,Mistake,,Yes,Other,"timed out
",Every 12 hours,31156
2021-11-08 13:19:27,2021-11-08 13:26:34,IP Address,98.238.147.43,100,426,True,2021-11-08 13:26:34,R_1N3KGirf3pqaqUO,,,,,38.6282958984375,-121.3307037353515625,anonymous,EN,1,32,Male,Associate's degree,College student,Moderately,More than 2 years,Mandated,1 or more times a day,Enabled,Enabled,Enabled,"Push,Phone Call,App Code",Text message,Text message,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Sometimes,Never,Never,Yes,Sometimes,No,,No,,,Yes,Other,,n/a,17366
2021-11-08 13:15:43,2021-11-08 13:26:54,IP Address,73.185.96.145,100,670,True,2021-11-08 13:26:54,R_3CDxw7Yeex9NrEe,,,,,38.6869964599609375,-121.3477020263671875,anonymous,EN,3,38,Male,Associate's degree,College student,Very,1 - 2 years,Mandated,1 or more times a day,Enabled,Enabled,Enabled,Push,"Push,App Code","Push,App Code",Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Sometimes,Sometimes,Sometimes,Yes,Always,Yes,i change my phone and i forgot to transfer the required information for 2FA and I got stuck on it.,No,,,No,,,i think i like it.,24789
2021-11-08 14:22:25,2021-11-08 14:28:26,IP Address,73.116.94.36,100,360,True,2021-11-08 14:28:26,R_xhnzauAbYFbGmT7,,,,,38.5879058837890625,-121.405303955078125,anonymous,EN,1,27,Male,"Some college, no degree",College student,Moderately,1 - 2 years,Mandated,A few times per week,Enabled,,Not enabled,Push,,,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,,,,,,,Rarely,,Never,Yes,Never,Yes,I got a new phone and I forgot how to pair it to my school account,No,,,Yes,Other,Decided I didn't want to login,The extra step to login,52146
2021-11-08 22:57:13,2021-11-08 23:02:29,IP Address,98.255.227.180,100,315,True,2021-11-08 23:02:29,R_2wESwlNRDWWZYuG,,,,,38.5576019287109375,-121.48529815673828125,anonymous,EN,4 or more,23,Male,"Some college, no degree",College student,Very,More than 2 years,Incentivized,A few times per week,Enabled,,Enabled,"Text message,Push,Phone Call,App Code,Security Key",,"Text message,Push,Phone Call,App Code,Security Key",Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,,"Most of my 2FA accounts have something to do with my phone or email. Usually not both. Although easy, sometimes my phone may not be right next to me or I may not be on my own machine, causing me to have to login to my email. ",Having to input the code before the countdown timer expires,,,,Often,,Often,No,,Yes,I had left my phone in an Uber. No access to phone,Yes,Did not have 2FA authenticator,,No,,,"Inconvenience ",42069
2021-11-09 06:34:05,2021-11-09 06:40:42,IP Address,104.220.185.17,100,397,True,2021-11-09 06:40:42,R_2uC0ZrXyrfeF3Sa,,,,,38.566192626953125,-121.5525054931640625,anonymous,EN,4 or more,25,Male,"Some college, no degree",College student,Very,More than 2 years,Mandated,A few times per week,Enabled,Enabled,Enabled,"Text message,Push,Phone Call",Security Key,"Text message,Phone Call,Security Key",Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,,,,,,,Rarely,Rarely,Rarely,Yes,Never,No,,No,,,Yes,Other,Got sidetracked doing something else and the request timed out.,"I think it can be inconvenient, and also 2FA can be insecure if not implemented correctly. Phone numbers are easily spoofable, so text and calls are less secure than say a push notification. I also think there should continue being a fallback way to access an account in case you lose access to your authenticator. ",52576
2021-11-09 13:08:14,2021-11-09 13:13:15,IP Address,98.208.81.101,100,301,True,2021-11-09 13:13:16,R_1Lvc0D4WwCUYql2,,,,,39.1667022705078125,-121.50479888916015625,anonymous,EN,3,39,Male,Associate's degree,College student,Extremely,More than 2 years,Mandated,1 or more times a day,Enabled,,Enabled,Push,,Push,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,,,,,,,Rarely,Never,Never,Yes,Sometimes,No,,No,,,No,,,"Mostly the extra time spent logging in, the fact that it is becoming required in more places.",37580
2021-11-09 15:13:31,2021-11-09 15:26:14,IP Address,45.23.189.63,100,762,True,2021-11-09 15:26:15,R_2dyFilfeQlxTmg5,,,,,38.5092010498046875,-121.49560546875,anonymous,EN,4 or more,24,Male,"Some college, no degree",College student,Extremely,More than 2 years,Voluntary,A few times per week,Enabled,Enabled,Enabled,"Push,Phone Call,App Code,Security Key","Text message,Security Key","Text message,Push,App Code,Security Key",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Rarely,Never,Rarely,Yes,Rarely,Yes,"The account I wanted to access uses the google Authenticator app. At that time the phone I was using was damaged beyond repair so I had to get a new one. The google Authenticator app information did not transfer to the new phone so I couldn’t access my account. I had also lost the security codes that was used in case the Authenticator did not work. ",Yes,"Mistake,Other","Saw that someone from a different country was trying to access my account ",Yes,Other,I always do,"I dislike it only when it’s the only option the website gives you. ",61660
2021-11-09 23:43:34,2021-11-10 00:10:18,IP Address,67.159.151.205,100,1604,True,2021-11-10 00:10:19,R_eeSdu4CI4Z6GPSx,,,,,38.76800537109375,-121.33489990234375,anonymous,EN,4 or more,40-50,Female,Bachelor's degree,College student,Moderately,More than 2 years,Mandated,1 or more times a day,Enabled,Enabled,Enabled,App Code,App Code,Text message,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,feel securer,need to reach the  person who submits a  request,,,,,Often,Often,Sometimes,Yes,Sometimes,Yes,I typed a wrong code.,Yes,Other,The location is incorrect.,Yes,Did not have 2FA authenticator,,nothing,47439
2021-11-10 02:28:14,2021-11-10 02:32:51,IP Address,73.116.180.30,100,276,True,2021-11-10 02:32:51,R_O8P2hXL5NGxAgYV,,,,,38.6226043701171875,-121.3885040283203125,anonymous,EN,4 or more,26,Male,Associate's degree,College student,Extremely,More than 2 years,Voluntary,1 or more times a day,Enabled,,Enabled,Push,,"Text message,Push,App Code",Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,,,Having to input the code before the countdown timer expires,,,,Always,,Always,Yes,Always,No,,No,,,Yes,Other,Others trying to log into my yahoo account.,"I do not like that I have to use it all the time, there should be a bigger grace period or places where they realize I use this computer/IP a lot of the time and allow me in without approving the request.",53062
2021-11-10 08:49:05,2021-11-10 09:39:33,IP Address,50.232.123.210,100,3028,True,2021-11-10 09:39:34,R_3qOMmeiO0icFIEY,,,,,42.2913970947265625,-89.11519622802734375,anonymous,EN,3,33,Male,Bachelor's degree,College student,Very,Less than 1 year,Voluntary,A few times per week,Enabled,Not enabled,Enabled,"Push,App Code",,Text message,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,"some times I don't have my phone on me, and I have to go to my phone to verify the request ",Having to input the code before the countdown timer expires,,,,Never,Never,Never,Yes,Never,No,,No,,,Yes,Did not have 2FA authenticator,,"some times it dose not make sense when you log in using a device and verify on the same device ",38623
2021-11-10 13:16:23,2021-11-10 13:25:54,IP Address,76.102.98.12,100,570,True,2021-11-10 13:25:54,R_2fYEThb4YeATEt3,,,,,37.928497314453125,-121.6880950927734375,anonymous,EN,1,23,Male,Bachelor's degree,College student,Moderately,Less than 1 year,Mandated,1 or more times a day,Enabled,,,Push,,,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,,,Other,Time-consuming.,More security.,,Sometimes,,,Yes,Rarely,Yes,Change of phone numbers.,No,,,No,,,The extra steps of logging into the Sac State portal.,49379
2021-11-10 14:27:02,2021-11-10 14:31:11,IP Address,99.53.247.98,100,249,True,2021-11-10 14:31:12,R_3G2DRCCSPayoMtd,,,,,38.6645050048828125,-121.48699951171875,anonymous,EN,1,24,Female,Associate's degree,College student,Moderately,Less than 1 year,Mandated,1 or more times a day,Enabled,Not enabled,Not enabled,Push,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,Other,I just want to get in as soon as possible and get the step done,,,Never,Never,Never,Yes,Never,No,,No,,,Yes,Other,I took too long because I did not find my phone,"not having my device to authenticate, so i have to rush and find it to get into my account",41695
2021-11-10 14:31:28,2021-11-10 14:35:46,IP Address,99.53.247.98,100,257,True,2021-11-10 14:35:46,R_z1rSDdnZuEWCiUF,,,,,38.6645050048828125,-121.48699951171875,anonymous,EN,1,24,Female,Associate's degree,College student,Moderately,Less than 1 year,Mandated,1 or more times a day,Enabled,Not enabled,Not enabled,Push,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,Sometimes,Never,Sometimes,Yes,Sometimes,No,,No,,,No,,,"when i dont have my secondary device to authenticate, I have to find it
",18832
2021-11-10 18:34:34,2021-11-10 18:43:26,IP Address,73.90.90.117,100,532,True,2021-11-10 18:43:26,R_33fHvn1ZYxNfmm7,,,,,38.76800537109375,-121.33489990234375,anonymous,EN,4 or more,23,Male,Associate's degree,College student,Moderately,More than 2 years,Voluntary,1 or more times a day,Enabled,Enabled,Enabled,Push,Security Key,App Code,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,,,Having to input the code before the countdown timer expires,,,,Often,,Often,Yes,Always,No,,No,,,No,,,I like that there is an extra step one has to get past if they're trying to login as me on any of my accounts,11430
2021-11-10 17:47:30,2021-11-10 18:44:53,IP Address,99.14.102.73,100,3443,True,2021-11-10 18:44:53,R_3htI4QTLy4V1VKL,,,,,38.5576019287109375,-121.48529815673828125,anonymous,EN,1,29,Female,"Some college, no degree",College student,Moderately,1 - 2 years,Mandated,1 or more times a day,Enabled,,Not enabled,Push,,Text message,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,,"Because sometimes I do not have my phone with me and I have to go grab it in order to push the Duo ",,,,,Never,Never,Never,Yes,Rarely,Yes,"Sometimes it is not popping up the dialog for me to accept the push like it usually does, I guess maybe the wifi is slow, but I'm not sure the reason why and so I could not access to my account",Yes,Other,I cancel and request again when it does not pop up the dialog for me to accept,No,,,"It takes an extra step to log in which I have to do an extra activity, in this case I have to go grab my phone to accept the login but other than that, there is nothing that bothers me about 2FA",90871
2021-11-11 11:27:26,2021-11-11 11:36:27,IP Address,24.4.154.18,100,541,True,2021-11-11 11:36:27,R_2v2JpbnfOwHRzpx,,,,,37.437103271484375,-121.8954010009765625,anonymous,EN,2,22,Female,Bachelor's degree,College student,Somewhat,More than 2 years,Voluntary,1 or more times a day,Enabled,,Enabled,"Push,Security Key",,"Text message,Security Key",Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,,"Need to to both giving password and enable push, two works are required to do",Having to input the code before the countdown timer expires,,,,,,,Yes,Never,No,,Yes,Mistake,,No,,,Its time taking a bit but manageable,65327
2021-11-11 16:14:15,2021-11-11 16:18:01,IP Address,24.23.44.107,100,225,True,2021-11-11 16:18:02,R_1pSiFVO23Yop2U2,,,,,38.5092010498046875,-121.49560546875,anonymous,EN,2,22,Male,"Some college, no degree",College student,Very,More than 2 years,Incentivized,A few times per week,Enabled,,Enabled,Push,,"Text message,App Code",Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,,,Having to input the code before the countdown timer expires,,,,Sometimes,,Never,Yes,Always,No,,No,,,No,,,having to open a separate app,35556
2021-11-11 18:38:38,2021-11-11 18:44:06,IP Address,73.116.117.182,100,328,True,2021-11-11 18:44:07,R_sX1ENWWwqVTp75n,,,,,38.610595703125,-121.278900146484375,anonymous,EN,4 or more,22,Male,"Some college, no degree",College student,Moderately,More than 2 years,Voluntary,1 or more times a day,Enabled,Enabled,Enabled,Push,Text message,Text message,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,,,Often,Often,Often,Yes,Often,No,,No,,,No,,,"N/A ",85837
2021-11-11 18:55:25,2021-11-11 19:00:21,IP Address,99.135.33.251,100,295,True,2021-11-11 19:00:21,R_1isbtluGVrX6RRJ,,,,,38.8112945556640625,-121.2642974853515625,anonymous,EN,4 or more,42,Male,Associate's degree,College student,Very,1 - 2 years,Mandated,1 or more times a day,Enabled,,Enabled,Push,,Text message,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Rarely,,Rarely,Yes,Sometimes,No,,No,,,Yes,Other,Got distracted by something else.,"I like 2FA I think it is a great thing, my only annoyance is sometimes I have to look through my phone to find the authentication app.  To prevent this I lock the phone, click send a push and then click on the notification that takes me directly to the authentication app.  Other than looking for the app in the sea of phone apps on my phone, I really like 2FA.",15630
2021-11-11 19:38:17,2021-11-11 19:53:47,IP Address,104.220.179.154,100,929,True,2021-11-11 19:53:48,R_2VEj38NB7GM0qjs,,,,,38.5294952392578125,-121.96829986572265625,anonymous,EN,4 or more,21,Female,"Some college, no degree",College student,Very,More than 2 years,Incentivized,1 or more times a day,Enabled,,Enabled,Push,,"Text message,App Code,Security Key",Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,,,Having to input the code before the countdown timer expires,,,,Often,,Sometimes,Yes,Rarely,Yes,I left my phone at home while trying to log into a device on campus,Yes,"Mistake,Other","The UI for the push authentication changed, switching the positions of the accept and decline buttons; it took me awhile to get used to pressing on the right side instead of the left to accept the authentication",Yes,"Did not have 2FA authenticator,Other","Sometimes, I get distracted before completing the 2-factor authentication, so the timer runs out before I can respond","Sometimes it feels like an inconvenience because my phone may be out of battery, in another location, or even just out of reach, and it takes a bit more time logging in than it would without 2-factor authentication.  However, I understand that it does make the account considerably more secure, so I understand the value of its existence.",31846
2021-11-11 20:56:58,2021-11-11 21:03:22,IP Address,99.17.1.79,100,384,True,2021-11-11 21:03:22,R_0rNAxp3vMYKsEjT,,,,,38.6710968017578125,-121.149505615234375,anonymous,EN,2,26,Male,Bachelor's degree,College student,Moderately,1 - 2 years,Incentivized,1 or more times a day,Enabled,Not enabled,Enabled,Push,,Push,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Sometimes,,Sometimes,Yes,Rarely,No,,No,,,Yes,Other,Did not have my phone/app on me.,"Nothing in particular. It works well and enhances security. ",61544
2021-11-11 17:37:50,2021-11-11 17:40:55,IP Address,130.86.97.211,96,185,False,2021-11-11 22:09:46,R_2BaCM0aDr4upjGF,,,,,,,anonymous,EN,4 or more,24,Male,"Some college, no degree",College student,Very,More than 2 years,Incentivized,1 or more times a day,Enabled,Enabled,Enabled,App Code,App Code,"App Code,Security Key",Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,,,,,,Rarely,Rarely,Rarely,No,,No,,Yes,Other,Resubmit,No,,,Phone dependant,49755
2021-11-11 11:03:12,2021-11-11 11:11:34,IP Address,98.252.116.230,96,501,False,2021-11-11 22:21:54,R_SDXvt4zT3vIqkQV,,,,,,,anonymous,EN,2,24,Male,"Some college, no degree",College student,Moderately,More than 2 years,Mandated,1 or more times a day,Enabled,Enabled,Enabled,Push,Push,Text message,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,,,Having to input the code before the countdown timer expires,,,,Never,Never,Never,Yes,Rarely,Yes,duo wasn't working,No,,,Yes,Other,time runout,having to have phone always,83193
2021-11-10 02:33:20,2021-11-10 02:37:13,IP Address,73.116.180.30,96,232,False,2021-11-11 22:21:55,R_5mPOC5NuseRHd8l,,,,,,,anonymous,EN,4 or more,26,Male,Associate's degree,College student,Extremely,More than 2 years,Voluntary,1 or more times a day,Enabled,,Enabled,Push,,"Text message,App Code",Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,,,Having to input the code before the countdown timer expires,,,,Always,,Always,Yes,Always,No,,Yes,Other,It was another user trying to log into my account.,Yes,Other,Forgot to respond to it or ignored it since it wasn't me trying to log in.,No saved login on a computer.,93216
2021-11-10 21:09:30,2021-11-10 21:15:20,IP Address,23.118.65.52,96,349,False,2021-11-11 22:21:55,R_3MfBEomj5HVkQpX,,,,,,,anonymous,EN,1,31,Male,Associate's degree,College student,Very,1 - 2 years,Mandated,A few times per week,Enabled,Not enabled,Not enabled,Phone Call,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Having to think about where my phone is and wait for the call.,,,,Requires use of another device.,,Never,,,No,,No,,No,,,No,,,The need for another step in a process that for a long while did not.,35044
2021-11-10 17:20:06,2021-11-10 17:26:15,IP Address,73.66.239.120,96,368,False,2021-11-11 22:21:55,R_3Kol6GLW4GHrHVB,,,,,,,anonymous,EN,1,22,Male,Bachelor's degree,College student,Very,More than 2 years,Voluntary,1 or more times a day,Enabled,Enabled,Enabled,Push,Text message,App Code,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,,,,,,"There is no real difficulty, sometimes when I need to get an text-message authenticator, some places I have bad phone service and it takes a while for me to get the text.",Sometimes,Sometimes,Sometimes,Yes,Rarely,Yes,"When I broke my phone, i couldn't access 2FA until I got an new one.",No,,,No,,,"Nope, it is really nice for that extra layer of security, even if it isn't as secure it gives my mind some peace that someone might need my password and my phone to get in.",90279
2021-11-09 13:29:36,2021-11-09 13:58:28,IP Address,73.151.190.183,96,1732,False,2021-11-11 22:21:55,R_3MSdFeNvcHPt7UY,,,,,,,anonymous,EN,4 or more,23,Male,Associate's degree,College student,Very,More than 2 years,Mandated,1 or more times a day,Enabled,,Enabled,App Code,,"Text message,App Code,Security Key",Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,,,,,"Depending on the purpose I find it to be unnecessary time taken from a task. I understand in financial aspect like banking its required as an extra layer of security but in the case of my sac state login, It is completely unnecessary to have to re-authenticate every day on a home device. In many if not all cases, the user should be allowed to select an option to trust this device or to tell 2FA that the device currently being used is a home device. I understand the argument that this can lead to a security risk but in the name of convenience I'm sure many people will take this small risk. 
Many game launchers and online market places provide this feature. Ubisoft, Steam, etc allow the user to remember the device and authenticate once as opposed to daily.",,Often,Never,Often,Yes,Always,No,,No,,,No,,,"Honestly, I don't dislike 2FA. I think the concept is smart. The part I dislike is how some services implement it. 
I understand that my financial institution requires me to authenticate every time as that's my finances. I like how less crucial services dont bother the user with 2FA. Services such as games, email, etc ask the user to authenticate initially but provide users with the aforementioned ""remember this device"" option to not bother them with repeated re authentications.
I don't believe that my sac state log-in needs daily 2FA like my financial institution. Especially since all of my interactions with sac state are done from my and only my personal computer and phone. Yes I know there is the remember me for 12 hour box but even then, one still needs to get the code from DUO daily.",43902
2021-11-08 23:03:20,2021-11-08 23:14:32,IP Address,98.255.227.180,96,671,False,2021-11-11 22:21:56,R_1LvxbdDBqfKslHM,,,,,,,anonymous,EN,3,23,Male,"Some college, no degree",College student,Very,1 - 2 years,Mandated,1 or more times a day,Enabled,Enabled,Enabled,"Text message,Push,Phone Call","Text message,Push,Phone Call,App Code,Security Key","Text message,Push,Phone Call",Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Sometimes I have trouble with the authentication methods,,,,I have trouble with some of the methods of authentication,,Often,Often,Often,No,,No,,No,,,No,,,It can be inconvenient and even hard for me sometimes,21336
2021-11-08 20:15:11,2021-11-08 20:20:04,IP Address,104.220.21.223,96,292,False,2021-11-11 22:26:26,R_1CpXB1NyU3eN27O,,,,,,,anonymous,EN,4 or more,23,Male,Associate's degree,College student,Extremely,More than 2 years,Incentivized,1 or more times a day,Enabled,Not enabled,Enabled,"Push,Phone Call",,"Text message,Push,Phone Call,App Code",Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,,,Having to input the code before the countdown timer expires,,,,Never,Never,Never,No,,No,,Yes,Other,Someone besides me was trying to log into my account,No,,,It seems a little too easy to transfer over to other devices in some cases.,68373
2021-11-08 21:11:27,2021-11-08 21:18:38,IP Address,108.240.188.227,96,430,False,2021-11-11 22:26:29,R_3OfCMKsnsJ3wGsH,,,,,,,anonymous,EN,4 or more,21,Male,"Some college, no degree",College student,Very,More than 2 years,Mandated,1 or more times a day,Enabled,Enabled,Enabled,Push,Text message,"Text message,App Code,Security Key",Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,,,Often,Rarely,Always,Yes,Sometimes,Yes,"I just didnt do it fast enough, so i had to try again ",Yes,Did not have 2FA authenticator,,Yes,Did not have 2FA authenticator,,I dont dislike it i think its useful,61202
2021-11-08 17:55:03,2021-11-08 18:01:16,IP Address,98.36.210.110,96,372,False,2021-11-11 22:26:29,R_3JAw5R8JaWcqUwx,,,,,,,anonymous,EN,1,06,Male,"Some college, no degree",College student,Very,Less than 1 year,Mandated,1 or more times a day,Enabled,Not enabled,Enabled,Push,,Push,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Sometimes,Sometimes,Sometimes,No,,Yes,no,Yes,Mistake,,Yes,Did not have 2FA authenticator,,"wish the memory would last longer instead of 12 hours from sac state
",70604
